tweet,clean_tweet,label,label_id
"[USERNAME] min mau nanya misal ada kesalahan buku pajak harusnya ppn tp trnyata pph minyak bumi spt gmbr brikut, solusinya gmn?? [URL]",username min mau tanya misal ada kesalahan buku pajak harusnya ppn tapi ternyata pph minyak bumi seperti gambar brikut solusinya bagaimana url,fear,2
Kppn punya akun fb? Ig? Twitter? Apa yg boleh dipost kppn dan apa yg enggak? Apa yg bisa diketahui umum apa yg enggak? Apa kami sempet update medsos kantor sdgkan medsos kami jg susah cari konten. (dyaar),kppn punya akun facebook ig twitter apa yang boleh dipost kppn dan apa yang tidak apa yang bisa diketahui umum apa yang tidak apa kami sempet update medsos kantor sdgkan medsos kami juga susah cari konten dyaar,sadness,6
[USERNAME] Same gue bukan orang yang ekpresif susah buat ngungkapin perasaan padahal sangat bersyukur punya mereka dan gue sayang banget sama mereka entah itu keluarga/sahabat / pasangan,username same saya bukan orang yang ekpresif susah buat ngungkapin perasaan padahal sangat bersyukur punya mereka dan saya sayang sekali sama mereka entah itu keluarga sahabat pasangan,love,5
"entah kenapa, di tempat ini sy merasa dekat sekali dgn sang pencipta. untuk itu aku selalu ingin mengunjungimu wukir mahendraku. [URL]",entah kenapa di tempat ini saya merasa dekat sekali dengan sang pencipta untuk itu saya selalu ingin mengunjungimu wukir mahendraku url,love,5
"Terima kasih Tuhan , tepat hari ini aku 23 tahun (1 jam lagi). Aku cuma berharap semakin banyak orang yang tulus sayang dan perduli sama aku tanpa memandang sebelah mata , lancarkan semua usaha ku dan dewasakanlah pemikiranku .",terima kasih tuhan tepat hari ini saya tahun jam lagi saya cuma berharap semakin banyak orang yang tulus sayang dan perduli sama saya tanpa memandang sebelah mata lancarkan semua usaha ku dan dewasakanlah pemikiranku,happy,3
"Semakin terang, semakin jelas betapa busuknya orang yang menjatuhkan & memenjarakan Ahok berkedok agama! Sesunguhnya mereka orang paling jahat setara setan iblis sebab agama pun dijadikan kedok mengelabui umat! Hanya orang2 dungu ",semakin terang semakin jelas betapa busuknya orang yang menjatuhkan memenjarakan ahok berkedok agama sesunguhnya mereka orang paling jahat setara setan iblis sebab agama pun dijadikan kedok mengelabui umat hanya orang dungu,anger,0
"Dear [USERNAME] tolong dengan sangat, para driver di edukasi kembali. Kalo emang nomernya ganti, itu di info di aplikasi. Saya sampai harus cancel 2x karena driver tidak bisa dihub sama sekali (chat gak di bales & telp gak aktif). Terima kasih.",dear username tolong dengan sangat para driver di edukasi kembali kalau memang nomernya ganti itu di info di aplikasi saya sampai harus cancel x karena driver tidak bisa dihub sama sekali chat tidak di balas telepon tidak aktif terima kasih,anger,0
[USERNAME] Takut dikira fitnah tp emang bener adanya huhu yaudah lah ga mau macem macem di internet nanti aq diblacklist sama holcim asli:(,username takut dikira fitnah tapi memang benar adanya huhu yaudah lah tidak mau macem macem di internet nanti saya diblacklist sama holcim asli,fear,2
"Ya Allah, di timeline berderet twit dari bmkg. Gempa susulannya berlanjut sampe sekarang dan hanya berselang beberapa menit. #PrayForLombok.. stay safe",ya allah di timeline berderet twit dari bmkg gempa susulannya berlanjut sampai sekarang dan hanya berselang beberapa menit stay safe,sadness,6
"[USERNAME] Aku :( Aku takut masa sama jalanan rame, nyalinya cepet ciut. Tapi kalau kepepettttt banget, aku paksain ya bisa cuma masih kaku gitu :""(",username saya saya takut masa sama jalanan ramai nyalinya cepat ciut tapi kalau kepepett sekali saya paksain ya bisa cuma masih kaku begitu,fear,2
"Wah ini lucu banget desain [USERNAME] , ada yang bati dan Hello Kitty juga #GoldReinvented #AntamLogamMulia",wah ini lucu sekali desain username ada yang bati dan hello kitty juga,happy,3
"Ternyata saya bisa dan enak makan dengan menu yang dibuatkan oleh COACH saya. Alhamdulillah, serasa tidak percaya kalau sedang melakukan diet.",ternyata saya bisa dan enak makan dengan menu yang dibuatkan oleh coach saya alhamdulillah serasa tidak percaya kalau sedang melakukan diet,happy,3
"Ternyata setelah sidang skripsi, makin sadar kalo skripsi itu cuma bagian kecil dalam hidup, yg sebenernya gaada apa-apanya dibandingin kehidupan setelahnya",ternyata setelah sidang skripsi makin sadar kalau skripsi itu cuma bagian kecil dalam hidup yang sebenarnya tidak ada apa apanya dibandingin kehidupan setelahnya,sadness,6
"gue bingung dong ini sebenernya gue ga cocok atau cara make gue salah, mau lanjut make takut muka gue nambah ga karuan nanti, mau berhenti sayang bok msh banyak bet",saya bingung dong ini sebenarnya saya tidak cocok atau cara pakai saya salah mau lanjut pakai takut muka saya tambah tidak karuan nanti mau berhenti sayang bok masih banyak bet,fear,2
"Ketika naek gojek dan mas gojeknya gabisa ngomong dengan pendengarannya terganggu, tapi mereka masih tetap berusaha kerja keras meski memiliki kekurangan. Pantaskah kita selalu mengeluh? Bersyukur lah dengan apa yg diberikan tuhan kepada kita :)",ketika naik gojek dan mas gojeknya tidak bisa bicara dengan pendengarannya terganggu tapi mereka masih tetap berusaha kerja keras meski memiliki kekurangan pantaskah kita selalu mengeluh bersyukur lah dengan apa yang diberikan tuhan kepada kita,happy,3
"Karena kalimat ""masasih uang yg kmrn dksh gacukup"" - ""boros bangetsih, masa uangnya tinggal segini"" lantas si pengatur keuanganpun ingin murka rasanya :')",karena kalimat masasih uang yang kemarin dikasih gacukup boros bangetsih masa uangnya tinggal segini lantas si pengatur keuanganpun ingin murka rasanya,anger,0
` emak kate emak kate perhatian banget sama anak-anaknya. tegas banget emakku! sering nongol juga di grup. semangat terus ya mak. sehat terus. aku sayang emak.,emak kate emak kate perhatian sekali sama anak anaknya tegas sekali emakku sering nongol juga di grup semangat terus ya mak sehat terus saya sayang emak,love,5
"[USERNAME] [USERNAME] [USERNAME] [USERNAME] nek sinh mas drumer kui yo jelas cinta terindah no, kenangan tak terlupakan.. di mention wae cur..",username username username username nek sinh mas drumer kui yo jelas cinta terindah no kenangan tak terlupakan di mention wae cur,love,5
Awalilah pagimu dengan pikiran yang jernih serta positif meraih mimpi. Selamat hari Senin,awalilah pagimu dengan pikiran yang jernih serta positif meraih mimpi selamat hari senin,happy,3
"Logika nya, ketika rumahmu diminta untuk menampung orang yang belum kamu kenal selama 40 hari apa gak takut dan tidak nyaman? Kalo saya sih takut dan tidak nyaman walaupun ada surat rekomendasi...",logika nya ketika rumahmu diminta untuk menampung orang yang belum kamu kenal selama hari apa tidak takut dan tidak nyaman kalau saya sih takut dan tidak nyaman walaupun ada surat rekomendasi,fear,2
"Seminar Proposal Stay positive, work hard, and make it happen  Terima kasih, teman-teman semua. Your presence is more than enough. Semangat",seminar proposal stay positive work hard and pakai it happen terima kasih teman teman semua your presence is more than enough semangat,happy,3
"Banyak. Yg paling kuingat pas mau bayar kuliah beberapa tahun lalu. Waktu pembayaran masih agak lama, tapi kubilang 3 hari lagi deadline, hanya karena ingin cepat nyusun jadwal. Beberapa jam kemudian beliau telpon kalo duitnya udah dikirim.",banyak yang paling kuingat pas mau bayar kuliah beberapa tahun lalu waktu pembayaran masih agak lama tapi kubilang hari lagi deadline hanya karena ingin cepat nyusun jadwal beberapa jam kemudian beliau telepon kalau duitnya sudah dikirim,happy,3
"g ikut ospek jurusan ada berkahnya, brwl dr krn g ikut ospek krn skit (hoream) jd kenal-& deket ,btw doi org yg bkn jdi semngt kuliah , doi orgnya pinter,pejuang sngad,atlet,model,duta,hits dll pd intinya jauh w sm aing yg tdr ml wkwk, ily qam trs smngtt!!",tidak ikut ospek jurusan ada berkahnya brwl dari karena tidak ikut ospek karena sakit hoream jadi kenal deket btw doi orang yang bukan jadi semngt kuliah doi orgnya pintar pejuang sngad atlet model duta hits dan lain pada intinya jauh saya sama aing yang tidur ml saya cinta kamu qam terus smngtt,love,5
[USERNAME] Kok di bali [USERNAME] tidak pernah beraksi menangkap si tikus2 KORUPSI...?? Apakah pejabat2 di bali 1 jalur sama presiden sehingga [USERNAME] enggan/ sungkan atau takut menangkap koruptor2 yang merugikan anggaran negara.,username kok di bali username tidak pernah beraksi menangkap si tikus korupsi apakah pejabat di bali jalur sama presiden sehingga username enggan sungkan atau takut menangkap koruptor yang merugikan anggaran negara,anger,0
"[USERNAME] [USERNAME] Setuju, ajarkan kedamaian dan sampaikan pemahaman isalam sebagai agama sempurna dalam mengatur hidup di dunia hingga akhirat. baik dalam adab individu, masyarakat dan bernegara. Allahu a'lam",username username setuju ajarkan kedamaian dan sampaikan pemahaman isalam sebagai agama sempurna dalam mengatur hidup di dunia hingga akhirat baik dalam adab individu masyarakat dan bernegara allahu a salam,happy,3
"Cinta masih bergerimis di atap hati, menanti datangnya deras rindu membasuh jiwa. Bila kelak temali hati terjalin kasih, jangan biarkan terputus di ujung prasangka.",cinta masih bergerimis di atap hati menanti datangnya deras rindu membasuh jiwa bila kelak temali hati terjalin kasih jangan biarkan terputus di ujung prasangka,love,5
"Yang maha membolak-balikkan hati, alhamdulillah for everything god. Hatiku tenang karena mengetahui bahwa apa yang ditakdirkan untukku tidak akan pernah melewatkanku. [URL]",yang maha membolak balikkan hati alhamdulillah for everything god hatiku tenang karena mengetahui bahwa apa yang ditakdirkan untukku tidak akan pernah melewatkanku url,happy,3
"Gua suka sama Sodara gua sendiri, dia itu cucu dari kakak ibu gua. Kita dikenalin pas SMA sama kakak kelas gua. Sekarang kita udah sama2 kuliah di bidang medis. Gua sayang parah sm dia.",saya suka sama saudara saya sendiri dia itu cucu dari kakak ibu saya kita dikenalin pas sma sama kakak kelas saya sekarang kita sudah sama kuliah di bidang medis saya sayang parah sama dia,love,5
"Kalo aku sendiri waktu pertama kali sampe ke guest house-nya emang agak takut. Tapi kalo aku sih bukan ke arah karena bisa ngedeteksi ada apa2, cuma karena orangnya memang penakut wkwk. Apalagi guest house-nya dalam keadaan sepi dan kosong.",kalau saya sendiri waktu pertama kali sampai ke guest house nya memang agak takut tapi kalau saya sih bukan ke arah karena bisa ngedeteksi ada apa cuma karena orangnya memang penakut apalagi guest house nya dalam keadaan sepi dan kosong,fear,2
"saking takut salah ngetik mo ngechat ke dosen wali, gue ngetiknya di note dulu setelah itu perbaiki-perbaiki-copy-paste ke roomchat-cek-cek-cek lagi-delete-buka note lagi-perbaiki-perbaiki-buka whatsapp-close-gajadi chat deh mules gue mo pup dulu aku lemah",saking takut salah ketik mau ngechat ke dosen wali saya ngetiknya di note dulu setelah itu perbaiki perbaiki copy paste ke roomchat cek cek cek lagi delete buka note lagi perbaiki perbaiki buka whatsapp close tidak jadi chat deh mules saya mau pup dulu saya lemah,fear,2
drpd keseel aja mikirin omongan nyokap gw kmrn ..ntr mau nyantai aja tenangin otak ngadem lama nongki di BK Balkot aja dah sampe sore [URL],daripada keseel saja memikirkan omongan nyokap saya kemarin nanti mau santai saja tenangin otak ngadem lama nongki di buku balkot saja sudah sampai sore url,anger,0
"[USERNAME] Narsumku rutin minum obatnya. Pernah dia skip setahun gak minum obat, karena waktu itu ngerasa dia baik2 aja. Begitu skip minum obat, dia balik lagi dengar bisikan2, bahkan lebih parah. Kalau minum obatnya terkontrol, dia bilang menjalank",username narsumku rutin minum obatnya pernah dia skip setahun tidak minum obat karena waktu itu merasa dia baik saja begitu skip minum obat dia balik lagi dengar bisikan bahkan lebih parah kalau minum obatnya terkontrol dia bilang menjalank,sadness,6
"Cowo yg berpenghasilan kecil tapi usaha sendiri itu JAUH lebih patut di sukai, di hargai, dari yg berpenghasilan besar tapi lewat belakang.",cowok yang berpenghasilan kecil tapi usaha sendiri itu jauh lebih patut di sukai di hargai dari yang berpenghasilan besar tapi lewat belakang,anger,0
jadi acc aku belom dikasih nomer hp. sedangkan temen aku pas mau ngasih nomer hpalah ke suspend permanen jadi aku hrs gmn? takut juga jadinya,jadi acc saya belum dikasih nomer hp sedangkan teman saya pas mau kasih nomer hpalah ke suspend permanen jadi saya harus bagaimana takut juga jadinya,fear,2
"Adalah bapak yang setia mendampingi ibu. Adalah bapak yg terus berusaha melucu bikin ibu ketawa. Adalah bapak yg masih menganggap anak 24 tahun ini masih kecil. Adalah bapak yang paling cemburu ketika ada laki2 datang ke gadisnya. Luar biasa ya. Cinta sekali, bapak",adalah bapak yang setia mendampingi ibu adalah bapak yang terus berusaha melucu bikin ibu tertawa adalah bapak yang masih menganggap anak tahun ini masih kecil adalah bapak yang paling cemburu ketika ada laki datang ke gadisnya luar biasa ya cinta sekali bapak,love,5
Dari matamu matamu kumulai jatuh cinta~,dari matamu matamu kumulai jatuh cinta,love,5
"Kita mah ngerasa ga enak kalo membiarkan orang, soalnya udah sering ngerasain ga enaknya di biarkan sama orang. Tapi kok gitu sih mereka...",kita mah merasa tidak enak kalau membiarkan orang soalnya sudah sering merasakan tidak enaknya di biarkan sama orang tapi kok begitu sih mereka,anger,0
"Sayang banget sama orang2 ini. Semoga selalu sehat dan bahagia, diberikan limpahan rezeki dan jodoh yg baik. See u in another trip my loves! [URL]",sayang sekali sama orang ini semoga selalu sehat dan bahagia diberikan limpahan rezeki dan jodoh yang baik see kamu in another trip my loves url,love,5
Kalo ga bisa ya udah terima aja. Ini malah ngomel2 ga jelas trs ngumpul di depan pembatas gitu. Bikin macet manusia asli. Yang bikin ribet itu emak2nya Anak muda sama bapak2nya agak selow dan langsung menerima informasi secara baik dan ga treak2 gajelas. Ky pasar asli tadi tu,kalau tidak bisa ya sudah terima saja ini malah ngomel tidak jelas terus ngumpul di depan pembatas begitu bikin macet manusia asli yang bikin ribet itu emak nya anak muda sama bapak nya agak santai dan langsung menerima informasi secara baik dan tidak treak tidak jelas ky pasar asli tadi itu,anger,0
"bertanya, mengancingkan kemejanya dan memakai jaketnya. Sungguh, kembali Ican menggelengkan kepala melihat kelakuan sahabatnya ini, udah ganteng mah mau diapain juga bagus. Thanks, balas Ezra tersenyum pada Ican ah, memang indahnya",bertanya mengancingkan kemejanya dan memakai jaketnya sungguh kembali ican menggelengkan kepala melihat kelakuan sahabatnya ini sudah ganteng mah mau diapain juga bagus thanks balas ezra tersenyum pada ican ah memang indahnya,happy,3
"Punya anak kecil lg demen ngomong tu gini ya Dikit-dikit ngeyel, dikit-dikit dikomentarin. Kalo belum puas, tanya terussss smp mamahnya jawab ""Mamah ga tau dek, mamah baca buku dulu ya"" ",punya anak kecil lagi suka bicara itu gini ya sedikit sedikit ngeyel sedikit sedikit dikomentarin kalau belum puas tanya teruss smp mamahnya jawab mama tidak tahu dek mama baca buku dulu ya,anger,0
PIDATO RETAK sementara hanya kurang tujuh detik lampu merah sudah tak sabar ingin ku tebas. rejeki baru sepanjang jogja dan jakarta tapi kesalahan selalu relovan jika bunyi tik tok somay berselisiban dengan truk-truk pertamina.,pidato retak sementara hanya kurang tujuh detik lampu merah sudah tak sabar ingin ku tebas rejeki baru sepanjang jogja dan jakarta tapi kesalahan selalu relovan jika bunyi tik tok somay berselisiban dengan truk truk pertamina,fear,2
"[USERNAME] Aku tak mudah mencintai bilang cinta tapi mengapa kini denganmu aku jatuh cinta,tapi jika kalau belum jodoh aku bisa apa - Menyimpan rasa /devano danendra",username saya tak mudah mencintai bilang cinta tapi mengapa kini denganmu saya jatuh cinta tapi jika kalau belum jodoh saya bisa apa menyimpan rasa devano danendra,sadness,6
"Yang menyedihkan lagi ada yang menganggap Via Vallen itu nggak merasa di lecehkan amat, malah mau naik pamor demi mencapai Keviralan dan itu diungkapkan oleh seorang W.A.N.I.T.A Addeh, udah jadi korban, sesama Wanita pula. Padahal normalnya harus saling dukung, saling empati [URL]",yang menyedihkan lagi ada yang menganggap via vallen itu tidak merasa di lecehkan amat malah mau naik pamor demi mencapai keviralan dan itu diungkapkan oleh seorang saya a n i t a addeh sudah jadi korban sesama wanita pula padahal normalnya harus saling dukung saling empati url,sadness,6
"Iya nih anjing, manusia pada lebay muak gua liatnya",iya nih anjing manusia pada lebay muak saya liatnya,anger,0
Tak seharusnya seperti ini Tiada lagi damai bersenandung Sejak api melahap ranting Tempat Pipit bertengger Memaksa aku Mengiyakan ingin mu Merubah aku bukan diriku Sedang takdir melambai Memanggil ku kembali,tak seharusnya seperti ini tiada lagi damai bersenandung sejak api melahap ranting tempat pipit bertengger memaksa saya mengiyakan ingin mu merubah saya bukan diriku sedang takdir melambai memanggil ku kembali,sadness,6
*rumah kotor* *12 jam tanpa ibuk d rumah* *terus mikir* OHH INI YANG DIRASAIN MAMAK KALO RUMAH BERANTAKAN? I SHOULD GIVE HER A BIG THANK FOR MAKE ME COMFORT AT BEAUTIFUL HOME.,rumah kotor jam tanpa ibuk d rumah terus mikir oh ini yang dirasain mamak kalau rumah berantakan i should give her a big thank for pakai me comfort at beautiful home,love,5
"HAPPY BIRTHDAY WINNIE THE POOHNYA AKU ! MAKIN EMBUL MAKIN CAKEP MAKIN SUKSES PRODUCING LAGU LAGUNYA ! MAKIN SUKSES JUGA DI NYUISTE ! TETEP JADI LIL TIGERNYA LOVE YG HUMBLE , DEMEN MAKAN, GA JAIM, BACOT, SAVAGE TAPI GEMESIN YA ! DAN SAYANG EOMMA KANG DI JEJU ! I LAF YU SO MUCHIE",happy birthday winnie the poohnya saya makin embul makin cakap makin sukses producing lagu lagunya makin sukses juga di nyuiste tetap jadi lil tigernya cinta yang humble suka makan tidak jaim bacot savage tapi gemesin ya dan sayang eomma kang di jeju i laf yu so muchie,love,5
"[USERNAME] Ga ada yang salah kalo dia cuma joget sambil minum minum cantik, kecuali dia clubbing sambil gendong anaknya. Jadi ibu itu ga harus dirumah doang ngurus anak suami, me time sesekali is fine.",username tidak ada yang salah kalau dia cuma joget sambil minum minum cantik kecuali dia clubbing sambil gendong anaknya jadi ibu itu tidak harus dirumah saja urus anak suami me time sesekali is fine,happy,3
"[USERNAME] my love. meskipun kadang beda pendapat, trus suka susah juga diomongin, trus juga kayanya sering aku bikin sakit hati :') tapi beliau baik banget, orangnya keras tapi sebenernya lembut banget, sebel kalo udah panik pasti bikin semua orang bing",username my cinta meskipun kadang beda pendapat terus suka susah juga diomongin terus juga kayaknya sering saya bikin sakit hati tapi beliau baik sekali orangnya keras tapi sebenarnya lembut sekali kesal kalau sudah panik pasti bikin semua orang bing,love,5
"[USERNAME] Aih, serem n sayang amat... Klau tetangga sy, kecelakaan tunggal di daerah pulogebang, katanya krn lelah gitu, pas belokan jatuh, situasi ad pasir n ad truk, lukanya smp kelihatan dagingnya... Trus dy ditolongin sm tmnnya yg jg bw motor... Hti2 d",username aih seram n sayang amat kalau tetangga saya kecelakaan tunggal di daerah pulogebang katanya karena lelah begitu pas belokan jatuh situasi ad pasir n ad truk lukanya smp kelihatan dagingnya terus dia ditolongin sama tmnnya yang juga bawa motor hati d,fear,2
"[USERNAME] "" kok ga ada tempat dulu lagi sih "" Yauda kamu duduk di pangkuan aku aja "" ah aku malu. Ini kan tempat rame "" Uda gapapa kok / tarik tangannya / uda gini aja dari pada kamu diri diri kan "" ihh kok kamu ngeselin:( "" Yang penting aku sayang",username kok tidak ada tempat dulu lagi sih yauda kamu duduk di pangkuan saya saja ah saya malu ini kan tempat ramai sudah tidak apa-apa kok tarik tangannya sudah gini saja dari pada kamu diri diri kan ihh kok kamu ngeselin yang penting saya sayang,love,5
Last time aku tengok maya karin kat pontianak pon dh buat aku takut makan kat meja makan sbb ada hantu bawah tu.... Now munafik 2? [URL],last time saya tengok maya karin kat pontianak pon sudah buat saya takut makan kat meja makan sbb ada hantu bawah itu now munafik url,fear,2
"ke sushi tei cuma mau bikin boomerang sama tag location pamer daftar menu kek sambil mbatin 'dasar kismin, kalian ga bisa kayak gini, wek!'",ke sushi tei cuma mau bikin boomerang sama tag location pamer daftar menu kek sambil mbatin dasar kismin kalian tidak bisa mirip gini wek,happy,3
"Bucin, loving with my whole heart, cemburuan BAHAHAHA, suka protes, ngambekan (?), sukanya peluk peluk sama cium cium XOXO, kangenan banget lagi chat aja masih kangen. [URL]",budak cinta loving with my whole heart cemburuan bahahaha suka protes ngambekan sukanya peluk peluk sama cium cium xoxo kangenan sekali lagi chat saja masih kangen url,love,5
"15 tahun yg lalu kau hadir di tengah kami menjadi penerus generasi ZULKIFLI cucu pertama Laki bagi kakek nya Selamat ulang tahun Anak papa bayujuli1007 15 tahun umur mu ,jadi lah laki [URL]",tahun yang lalu kamu hadir di tengah kami menjadi penerus generasi zulkifli cucu pertama laki bagi kakek nya selamat ulang tahun anak papa bayujuli tahun umur mu jadi lah laki url,happy,3
"Feeling yang aku tak perna rase, like aku dapat jumpe soulmate aku like we got the same vibe, same feeling, eh gile la makin jatuh cinta je everyday. Kau tau the feeling kau tak perna bosan dgn org tu, tgok muke dia pun kau tak bosan, FUI TAPI SUMPAH SENYUMAN DIA",feeling yang saya tak perna rase like saya dapat jumpe soulmate saya like we got the same vibe same feeling eh gila la makin jatuh cinta je everyday kamu tahu the feeling kamu tak perna bosan dengan orang itu tgok muka dia pun kamu tak bosan fui tapi sumpah senyuman dia,love,5
"[Obrolan dengan dospem 1 & 2 di grup WA menjelang besok sidang] Dos 1: Fir, latar belakangmu masih kurang kuat~_~ Dos 2: Menurut saya, latar belakang sudah cukup, hanya kurang kuat di 'Tujuan penulisan' Saya: Baik sensei saya revisi *habis itu revisi bab 1*",obrolan dengan dospem di grup saya menjelang besok sidang dos fir latar belakangmu masih kurang kuat dos menurut saya latar belakang sudah cukup hanya kurang kuat di tujuan penulisan saya baik sensei saya revisi habis itu revisi bab,sadness,6
"[USERNAME] Iya soalnya dia sepolos ituuuu jadi kalo dia ada ngelive atau muncul di suatu acara atau apa, aku yang degdegan sendiri takut dia salah di mata netijen :( abisnya netijen serem banget kalo udah ngehujat kasian dianya terlalu soft buat kejamnya",username iya soalnya dia sepolos itu jadi kalau dia ada ngelive atau muncul di suatu acara atau apa saya yang degdegan sendiri takut dia salah di mata netijen abisnya netijen seram sekali kalau sudah ngehujat kasihan dianya terlalu soft buat kejamnya,fear,2
"Ga biasa bahkan gapernah naik ojol di salah satu st, hampir aja bermasalah disamperin opang. Untung gue dan si mas ojol (ganteng) masih dijaga sama Allah. Ngeri banget sih",tidak biasa bahkan tidak pernah naik ojol di salah satu st hampir saja bermasalah disamperin opang untung saya dan si mas ojol ganteng masih dijaga sama allah ngeri sekali sih,fear,2
"Beli mobil baru yang harganya ga sampe 130 juta. Doi ganti head unit pake merek china. Berasa bawa lamborghini, dg sound double bass power. Gue : lo kampungan.",beli mobil baru yang harganya tidak sampai juta doi ganti head unit pakai merek china berasa bawa lamborghini dengan sound double bass power saya kamu kampungan,anger,0
"[USERNAME] [USERNAME] Nah kalo ini baru bener, semua yang salah patut disalahkan buat introprksi dan membenarkan permasalahannya, bukannya udah salah e malah lari takut disalahkan ",username username nah kalau ini baru benar semua yang salah patut disalahkan buat introprksi dan membenarkan permasalahannya bukannya sudah salah e malah lari takut disalahkan,anger,0
"Please help Gmn caranya leave wa grup yg isinya cuma 6 orang, tmn deket kampus ? Ga deket juga, Im faking it. They're so toxic dan niru segala yg kulakukan.",please help bagaimana caranya leave saya grup yang isinya cuma orang teman deket kampus tidak deket juga im faking it they re so toxic dan niru segala yang kulakukan,anger,0
"Ngeri banget! Nenek ini mendengar ada suara di dalam lantainya, dan waktu dibuka bener-bener bikin kaget nenek dan petugas yang membukanya.. [URL]",ngeri sekali nenek ini mendengar ada suara di dalam lantainya dan waktu dibuka benar benar bikin kaget nenek dan petugas yang membukanya url,fear,2
"Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH",saya kenal orang yang lulus lama kenal yang lulus cepat lulus b saja mereka punya waktu dan permasalahan sendiri jadi saya tidak perlu buru buru ketika semua yang ada di dalam diri dan di rumah masih messed up wol kusut saja masih bisa diusut kalem we atuh,happy,3
[askmf] tadi jam 10 gue beraniin buat line dia duluan. Tp sampe skrng masi takut buka line(aplkasinya gue stop jd gada notif) gue takut gadibaless:(,askmf tadi jam saya beraniin buat line dia duluan tapi sampai sekarang masi takut buka line aplkasinya saya stop jadi tidak ada notif saya takut gadibaless,fear,2
"[USERNAME] Pernah dikirimin kue sma temen pake Jne, seminggu ga nyampe. trus diganti sma pihak Jne nya. dikirim lagi, seminggu (lagi) nyampe tapi basi kuenya sampe nyusut :( setelahnya kapok, gamau lagi pake Jne.",username pernah dikirimin kue sma teman pakai jne seminggu tidak sampai terus diganti sma pihak jne nya dikirim lagi seminggu lagi sampai tapi basi kuenya sampai nyusut setelahnya kapok tidak mau lagi pakai jne,sadness,6
Dimanapun kalian berada. Selalu selipkan do'a untuk para punggawa Super Elja. Happy #PSSday ! [USERNAME] ALE !!,dimanapun kalian berada selalu selipkan do a untuk para punggawa super elja happy username ale,happy,3
aku takut dngn smua bnda.. ap y bkl trjadi ap y tgh tjadi kat sekeliling aku.. aku takut dngn diri sndiri.. hate this feeling.. just wanna die rn.. fml,saya takut dengan semua bnda ap y bakal terjadi ap y tengah tjadi kat sekeliling saya saya takut dengan diri sendiri hate this feeling just wanna die rn fml,fear,2
"Ramadhan udan masuk ke hari yg ke 20. tapi saya? masih gini gini aja, ga ada perubahan. padahal gatau taun depan saya masih ada apa ngga buat ketemu sama ramadhan lagi #IslahDiri",ramadhan udan masuk ke hari yang ke tapi saya masih gini gini saja tidak ada perubahan padahal tidak tahu taun depan saya masih ada apa tidak buat ketemu sama ramadhan lagi,sadness,6
"Jadi ... beberapa hari ini si Dia kasihan lihat saya dirumah main sama si mungil terus, akhirnya bilang "" kamu nggak belanja ? "" ... kemudian mikir keras belanja apa "" beli baju lebaran "" kata Dia #SimplyLife",jadi beberapa hari ini si dia kasihan lihat saya dirumah main sama si mungil terus akhirnya bilang kamu tidak belanja kemudian mikir keras belanja apa beli baju lebaran kata dia,happy,3
"sayang bgt dong gue gaada siap siap nya. pas gue dikenalin sebagai keluarga besar (dari pihak cewe) gue gugup abis! PADAHAL GUE TADINYA KEK ""yaelah gaada yg kenal gue ini"" TAPI PAS DIA DATENG MENDADAK GUGUP",sayang sangat dong saya tidak ada siap siap nya pas saya dikenalin sebagai keluarga besar dari pihak cewek saya gugup abis padahal saya tadinya kek yaelah tidak ada yang kenal saya ini tapi pas dia datang mendadak gugup,fear,2
"Cemburu melihat dia tengah bahagia dan membahagiakan kekasihnya, itu rasa yang salah. Kamu cukup paham, beberapa perasaan terpaksa harus kau sudahi sendiri",cemburu melihat dia tengah bahagia dan membahagiakan kekasihnya itu rasa yang salah kamu cukup paham beberapa perasaan terpaksa harus kamu sudahi sendiri,sadness,6
"Aku tanya, ""ada apa sih emangnya di bawah?"" ""Udah ikut aja."" Ajakmu, aku mengekormu dari belakang. Dan ternyata McFlurry! ""Harusnya kalo hujan gini beli yang anget, eh tapi malah ini."" katamu. ""Udah ngga apa, kan kamu tadi belinya sebelum hujan."" Kita saling menoleh dan tertawa.",saya tanya ada apa sih memangnya di bawah sudah ikut saja ajakmu saya mengekormu dari belakang dan ternyata mcflurry harusnya kalau hujan gini beli yang hangat eh tapi malah ini katamu sudah tidak apa kan kamu tadi belinya sebelum hujan kita saling menoleh dan tertawa,happy,3
"Karena kita kerap meletakkan seluruh angan dan harapan akan kasih sayang, bukan pada Sang Maha Pengasih, dan Penyayang. Itu sebabnya, tak habis-habisnya kita (merasa) dikecewakan.",karena kita kerap meletakkan seluruh angan dan harapan akan kasih sayang bukan pada sang maha pengasih dan penyayang itu sebabnya tak habis habisnya kita merasa dikecewakan,sadness,6
"[USERNAME] manja, kang spam, suka imagine, perhatian banget ke satu cowo, bakalan sayang banget ke satu cowo, kalo udh kangen suka manjanya kelewatan, bawel banget, bullyable wjwk apalagi yaa wkwk",username manja kang spam suka imagine perhatian sekali ke satu cowok akan sayang sekali ke satu cowok kalau sudah kangen suka manjanya kelewatan bawel sekali bullyable wjwk apalagi yaa,love,5
